seller,units_sold,avg_selling_price,avg_market_value,avg_profit
carz of texas,1,2000.0,2150.0,-150.0
cali motors inc,1,3750.0,3900.0,-150.0
cars 2 credit,7,8057.14,8207.14,-150.0
one stop marketing llc,1,8100.0,8250.0,-150.0
west burlington honda,1,11100.0,11250.0,-150.0
la jolla enterprises inc,5,6330.0,6480.0,-150.0
geediok international ltd,1,6600.0,6750.0,-150.0
centerdale motor sales,1,1400.0,1550.0,-150.0
a automotive llc,1,12500.0,12650.0,-150.0
primeritus remarketing/sandwood co inc,1,17000.0,17150.0,-150.0
port charlotte honda,26,18561.54,18711.54,-150.0
cox fleet/ge capital,1,18200.0,18350.0,-150.0
al king tire and auto service,1,11400.0,11550.0,-150.0
madill chevrolet-buick  inc.,1,11600.0,11750.0,-150.0
fast money lease,2,1925.0,2075.0,-150.0
lexus of lehigh valley,2,16850.0,17000.0,-150.0
rpm motorsports of atlanta llc,1,15500.0,15650.0,-150.0
easy credit auto sales inc,1,4300.0,4450.0,-150.0
holli motors inc,1,16800.0,16950.0,-150.0
fortune auto co,1,8900.0,9050.0,-150.0
braman honda,4,31900.0,32050.0,-150.0
gm derham auto sales,2,1825.0,1975.0,-150.0
whitmoyer buick chevrolet inc,1,375.0,525.0,-150.0
robinson brothers lincoln,2,17750.0,17900.0,-150.0
alexia motors inc,1,12200.0,12350.0,-150.0
retail ready,1,3800.0,3950.0,-150.0
safe auto sales inc,1,1650.0,1800.0,-150.0
stanley chevrolet buick gmc gatesville,5,28160.0,28310.0,-150.0
fordham toyota,1,5000.0,5150.0,-150.0
republic finance llc/pearl,1,200.0,350.0,-150.0
rivertown subaru & volvo of columbus,3,1366.67,1516.67,-150.0
crest financial inc,1,2000.0,2150.0,-150.0
country chevrolet buick gmc,1,14500.0,14650.0,-150.0
cars 4 less,1,8500.0,8650.0,-150.0
moritz kia,1,11500.0,11650.0,-150.0
rae pre owned cars inc,1,2700.0,2850.0,-150.0
koons automotive inc,5,550.0,700.0,-150.0
tri-crown auto,1,12000.0,12150.0,-150.0
alberta truck & auto liquidators,1,200.0,350.0,-150.0
austin auto assistance ltd,1,1000.0,1150.0,-150.0
sugg motor car co,1,400.0,550.0,-150.0
onemain rem/bedouin auto sales,1,2200.0,2350.0,-150.0
karma cars llc,1,11000.0,11150.0,-150.0
titlemax/albuquerque nm7,1,400.0,550.0,-150.0
9026401 canada corporation,1,500.0,650.0,-150.0
dhcu community credit union,1,4700.0,4850.0,-150.0
repo remarketing/united catholics fcu,1,4700.0,4850.0,-150.0
circle auto wholesalers,2,5950.0,6100.0,-150.0
onesource/beaver toyota of st augustine,21,16683.33,16832.14,-148.81
aventura honda,13,16707.69,16855.77,-148.08
frontline enterprises inc,13,7719.23,7867.31,-148.08
bmw of nashville,13,10030.77,10178.85,-148.08
pohanka chevrolet inc,65,5903.85,6051.15,-147.31
automobile acceptance corp,550,3580.23,3727.41,-147.18
bellco fcu,137,10197.08,10344.16,-147.08
coggin buick-gmc of orange park,58,6202.59,6349.57,-146.98
car now acceptance co/harrisonburg,8,1981.25,2128.13,-146.88
torre nissan,7,10200.0,10346.43,-146.43
611 car connection,7,1971.43,2117.86,-146.43
credit concepts,6,1916.67,2062.5,-145.83
autonation chevrolet airport,60,3625.0,3769.58,-144.58
sports trend auto sales,18,36552.78,36697.22,-144.44
cure inc,39,3455.13,3599.36,-144.23
best quality auto sls corp,4,9925.0,10068.75,-143.75
phil long ford of chapel hills,4,4225.0,4368.75,-143.75
jack demmer ford inc,4,6700.0,6843.75,-143.75
fred anderson nissan of raleigh,27,5470.37,5613.89,-143.52
repo remarketing/hughes fcu,19,11331.58,11475.0,-143.42
dollar thrifty auto group/faao,107,9957.02,10100.23,-143.21
mazda of orange,14,3157.14,3300.0,-142.86
nations best auto brokers llc,7,10114.29,10257.14,-142.86
primeritus remarketing/truck division of lowes,7,9014.29,9157.14,-142.86
champion auto wholesale inc,34,12663.24,12805.88,-142.65
priscilla & kids wholesalers inc,50,6695.0,6837.5,-142.5
gunn acura,29,10306.9,10449.14,-142.24
lithia ford lincoln of fresno,16,3609.38,3751.56,-142.19
toyota of poway,19,4336.84,4478.95,-142.11
prime auto direct,3,9333.33,9475.0,-141.67
universal auto,3,10200.0,10341.67,-141.67
autonation ford north canton,6,2833.33,2975.0,-141.67
pleasant auto center,3,733.33,875.0,-141.67
acura of serramonte,12,4445.83,4587.5,-141.67
colcars,3,8666.67,8808.33,-141.67
sheehy honda,18,3586.11,3727.78,-141.67
fred martin motor co,53,15869.81,16011.32,-141.51
pat o'brien chevrolet west,142,5504.23,5645.25,-141.02
primeritus remarketing / enterprise remarktng llc,5,4160.0,4300.0,-140.0
van horn chrysler dodge jeep ram,5,10560.0,10700.0,-140.0
enterprise leasing co. of georgia,25,2851.0,2991.0,-140.0
cartwright motors,5,14530.0,14670.0,-140.0
durfee street auto sales inc,34,7183.82,7323.53,-139.71
victoria motors llc,7,7157.14,7296.43,-139.29
orlando kia west,39,4517.95,4657.05,-139.1
onemain rem/nas financial services,16,3475.0,3614.06,-139.06
primeritus remarketing/atlas,61,3613.93,3752.87,-138.93
dave syverson ford lin mer,9,16616.67,16755.56,-138.89
jmj motors,9,20450.0,20588.89,-138.89
remarketing by ge/railroad & industrial fcu,4,6225.0,6362.5,-137.5
joe ball gmc,6,11266.67,11404.17,-137.5
autonation chevrolet gilbert,2,10862.5,11000.0,-137.5
frank shirey cadillac inc,4,4725.0,4862.5,-137.5
alexander family pont buick olds gmc truck inc,2,21400.0,21537.5,-137.5
racine hyundai,2,850.0,987.5,-137.5
auto masters  llc,2,4825.0,4962.5,-137.5
miranda auto finance corp,2,600.0,737.5,-137.5
north country ford,40,6832.5,6970.0,-137.5
valley honda,4,13525.0,13662.5,-137.5
prestige cadillac inc,4,14400.0,14537.5,-137.5
metro ford inc,211,9757.11,9893.72,-136.61
toyota motor sales/lexus,63,38119.05,38255.56,-136.51
allegacy fcu,11,11686.36,11822.73,-136.36
remarketing by ge/billion dodge,53,13563.21,13699.06,-135.85
autonation ford st petersburg,42,4634.52,4770.24,-135.71
jeffs motorcars inc,43,9887.21,10022.67,-135.47
michaels car center inc,5,1940.0,2075.0,-135.0
auto gallery,20,27180.0,27315.0,-135.0
ray brandt infiniti of metairie llc,10,28940.0,29075.0,-135.0
a line auto wholesale,5,8760.0,8895.0,-135.0
autonation chevrolet west colonial,81,3246.3,3381.17,-134.88
primeritus remarketing/gateway affordable motors,33,3981.82,4115.15,-133.33
byers delaware auto llc,3,14666.67,14800.0,-133.33
u save rent a car,3,12000.0,12133.33,-133.33
lou sobh honda,3,6550.0,6683.33,-133.33
ghent chevrolet cadillac,9,22311.11,22444.44,-133.33
electro savings credit union,9,6475.0,6608.33,-133.33
kly international,66,12009.85,12142.8,-132.95
mercedes-benz of ft pierce,58,6523.28,6656.03,-132.76
mcgrath honda of st charles,13,2675.0,2807.69,-132.69
chapmans las vegas dodge,63,14061.11,14193.65,-132.54
crown honda of southpoint,24,5229.17,5361.46,-132.29
valley buick gmc of hastings,7,1964.29,2096.43,-132.14
faulkner mazda,21,4247.62,4379.76,-132.14
clay cooley toyota of hazelwood,18,4038.89,4170.83,-131.94
eastern utah community credit union,11,6602.27,6734.09,-131.82
autodeals.me  llc,15,14120.0,14251.67,-131.67
easterns automotive group,16,11090.62,11221.88,-131.25
lee county sheriff dept,4,1525.0,1656.25,-131.25
sons acura,4,15875.0,16006.25,-131.25
valley brook auto brokers,26,11186.54,11317.31,-130.77
pacific auto center,23,2408.7,2539.13,-130.43
west edmonton hyundai,5,6100.0,6230.0,-130.0
mears motor leasing,5,21360.0,21490.0,-130.0
salvation army,5,2000.0,2130.0,-130.0
auto world inc,5,18040.0,18170.0,-130.0
maurice schwartz,15,8493.33,8623.33,-130.0
onemain rem/alliance motor cars,31,2701.61,2831.45,-129.84
honda north,75,6615.33,6744.67,-129.33
imans imports,7,10050.0,10178.57,-128.57
toyota of waldorf,59,8054.07,8182.2,-128.14
autonation ford westlake,9,7716.67,7844.44,-127.78
primeritus remarketing/cook leasing inc,46,12800.0,12927.17,-127.17
ars/budget rac of atlanta,52,25913.46,26040.38,-126.92
scotiabank de puerto rico,213,12109.86,12236.74,-126.88
airport van rental,27,9070.37,9197.22,-126.85
remarketing by ge/classic motorcars inc,34,10364.71,10491.18,-126.47
credit union leasing of america,17,23244.12,23370.59,-126.47
pat obrien chevrolet buick norwalk,24,3995.83,4121.88,-126.04
autonation nissan clearwater,68,3457.35,3583.09,-125.74
grieco nissan,103,3903.88,4029.13,-125.24
first class auto,1,2400.0,2525.0,-125.0
custodio auto sales,2,11600.0,11725.0,-125.0
car now acceptance co/winchester,4,1725.0,1850.0,-125.0
crossflag cars,1,5900.0,6025.0,-125.0
special interest cars,1,6200.0,6325.0,-125.0
spence motors ltd,1,3000.0,3125.0,-125.0
335 corp,1,800.0,925.0,-125.0
mercedes benz of ontario,55,16792.73,16917.73,-125.0
logans used cars,1,700.0,825.0,-125.0
three rivers fcu,1,5600.0,5725.0,-125.0
websmart auto inc,2,21975.0,22100.0,-125.0
mini of warwick,2,6200.0,6325.0,-125.0
iverson chrysler center inc,2,13275.0,13400.0,-125.0
dedham auto mall,1,2000.0,2125.0,-125.0
sleepy hollow ford inc,1,8200.0,8325.0,-125.0
five brothers auto sales inc,1,8500.0,8625.0,-125.0
lap of luxury motors inc,1,400.0,525.0,-125.0
azusa star,1,1600.0,1725.0,-125.0
k & b motors llc,1,2600.0,2725.0,-125.0
universal auto plaza llc,2,2150.0,2275.0,-125.0
titlemax/manning sc1,2,150.0,275.0,-125.0
eden auto brokers inc,1,5100.0,5225.0,-125.0
prime time auto sales inc,1,2500.0,2625.0,-125.0
mcconnell automotive corp,2,16050.0,16175.0,-125.0
mex/cal auto sales,1,4000.0,4125.0,-125.0
meyers motors,1,5900.0,6025.0,-125.0
courtesy car co. llc,1,4400.0,4525.0,-125.0
cuvelier used cars ltd,1,1750.0,1875.0,-125.0
auto marketing and sales,1,2000.0,2125.0,-125.0
glenmount financial services,1,2900.0,3025.0,-125.0
silverstone motorsports,1,4500.0,4625.0,-125.0
titlemax/san antonio-tx1,1,550.0,675.0,-125.0
napletons hyundai,20,3157.5,3282.5,-125.0
miami international autos llc,1,1000.0,1125.0,-125.0
auto nation llc,1,1200.0,1325.0,-125.0
progressive remarketing/tra,1,4300.0,4425.0,-125.0
jim hudson luxury cars inc,12,6933.33,7058.33,-125.0
johnson automotive llc,1,7500.0,7625.0,-125.0
bobs rentals inc dba/avis,2,12700.0,12825.0,-125.0
3 line motors llc,1,6600.0,6725.0,-125.0
falcon auto sale,1,6700.0,6825.0,-125.0
chris goodnow auto sales llc,1,600.0,725.0,-125.0
indiana finance,2,2000.0,2125.0,-125.0
j t philips auto,1,3400.0,3525.0,-125.0
hawker automotive  inc.,1,700.0,825.0,-125.0
auto acquisitions usa,1,5000.0,5125.0,-125.0
midtown auto group,3,9766.67,9891.67,-125.0
titlemax/plano tx5,4,3775.0,3900.0,-125.0
s h m autos,1,7700.0,7825.0,-125.0
es - car auto,1,5800.0,5925.0,-125.0
toronto auto broker,2,17800.0,17925.0,-125.0
eric j sheets,1,3200.0,3325.0,-125.0
jana auto sale inc,3,1800.0,1925.0,-125.0
florida rent a car,17,12764.71,12889.71,-125.0
primeritus remarketing/prime fin credit u,2,9000.0,9125.0,-125.0
members co-op credit union,7,7146.43,7271.43,-125.0
infiniti of columbus llc,1,1150.0,1275.0,-125.0
hallmark motor sales,1,950.0,1075.0,-125.0
future motorsports llc,1,2400.0,2525.0,-125.0
villa toyota scion,26,3544.23,3668.27,-124.04
neuwirth motors inc,85,7801.76,7925.59,-123.82
remarketing by ge/we florida financial,19,13378.95,13502.63,-123.68
north penn imports inc,18,7738.89,7862.5,-123.61
ruan car sales inc,63,12299.21,12422.62,-123.41
hyundai of new port richey,360,12202.78,12325.76,-122.99
annapolis subaru inc,92,3050.54,3173.37,-122.83
stadium toyota inc,22,20072.73,20195.45,-122.73
annapolis hyundai,62,4133.47,4256.05,-122.58
car source,19,17994.74,18117.11,-122.37
cal west motors,18,5611.11,5733.33,-122.22
crown nissan,34,5379.41,5501.47,-122.06
dtg operations inc,4206,10967.21,11089.19,-121.98
jim coleman toyota inc,139,4532.19,4653.96,-121.76
citizens finance/crystal lake,7,3914.29,4035.71,-121.43
american leasing/northstar,12,14016.67,14137.5,-120.83
global venture capital/dba airport rac of atl,6,8500.0,8620.83,-120.83
corpat exchange llc,17,17438.24,17558.82,-120.59
chevrolet of dublin,28,12107.14,12227.68,-120.54
john sisson motors inc.,9,22244.44,22363.89,-119.44
lagrange toyota inc,43,10450.0,10569.19,-119.19
brandon financial inc,8,7475.0,7593.75,-118.75
cooper motors inc,4,10537.5,10656.25,-118.75
heiser toyota,4,6925.0,7043.75,-118.75
las vegas auto auction/super auto sales,4,6375.0,6493.75,-118.75
rusnak westlake audi,31,30225.81,30344.35,-118.55
kia motors finance,2126,13284.01,13402.53,-118.52
lafontaine chrysler dodge jeep,23,3441.3,3559.78,-118.48
sharonview fcu,14,6621.43,6739.29,-117.86
lease plan advantage,79,11841.77,11959.49,-117.72
bb&t,119,13584.87,13702.52,-117.65
priority nissan chantilly,3,22850.0,22966.67,-116.67
university first federal credit union,3,8600.0,8716.67,-116.67
piazza acura of reading,3,18566.67,18683.33,-116.67
enterprise vehicle exchange/linthicum heights,3,10966.67,11083.33,-116.67
land rover redwood city,6,21766.67,21883.33,-116.67
proctor motor company inc,3,20500.0,20616.67,-116.67
mercedes benz of san diego,11,6595.45,6711.36,-115.91
parkway ford lincoln c-d-j-r,16,17506.25,17621.88,-115.63
nissan of chattanooga east,8,4581.25,4696.88,-115.63
hendrick durham auto mall,45,14495.56,14611.11,-115.56
cars helping veterans,18,925.0,1040.28,-115.28
lester glenn buick,1244,7057.82,7172.93,-115.11
a n d automotive,5,1490.0,1605.0,-115.0
extreme automotive corp,5,9000.0,9115.0,-115.0
cadillac of las vegas west,29,9794.83,9909.48,-114.66
pryor creek fleet services inc,7,21428.57,21542.86,-114.29
autonation ford brooksville,23,4056.52,4170.65,-114.13
elite car sales west inc,11,12993.18,13106.82,-113.64
winter haven honda,34,5773.53,5886.76,-113.24
audi south orlando,33,5469.7,5582.58,-112.88
coggin chevrolet at the avenues,104,4068.75,4181.49,-112.74
mechanicsville toyota,12,5966.67,6079.17,-112.5
covington capital corporation,8,4362.5,4475.0,-112.5
west hills kia,6,2758.33,2870.83,-112.5
american export pre owned automobile llc,2,7700.0,7812.5,-112.5
dellen chevy buick pont gmc,2,11900.0,12012.5,-112.5
auto loan acceptance corp,8,2625.0,2737.5,-112.5
the seyara motors co,10,22780.0,22892.5,-112.5
gama motors,2,2600.0,2712.5,-112.5
d & m auto sales,4,16750.0,16862.5,-112.5
solutions auto sales,2,10300.0,10412.5,-112.5
maximum title loans,2,6100.0,6212.5,-112.5
fred anderson kia,25,4832.0,4944.0,-112.0
ed morse cadillac,56,6162.5,6274.11,-111.61
audi of huntington,18,22755.56,22866.67,-111.11
dtag dollar thrifty auto group/gm,9,11811.11,11922.22,-111.11
mesa leasing company,7,20050.0,20160.71,-110.71
mp motors inc,27,9870.37,9980.56,-110.19
amazing luxury cars,5,16250.0,16360.0,-110.0
hertz car exchange inc/oklahoma city,344,12606.19,12715.99,-109.8
lexus rivercenter,13,13923.08,14032.69,-109.62
coggin honda of st. augustine,76,2842.76,2952.3,-109.54
howard johnson auto sales inc,16,16209.38,16318.75,-109.38
audi cape cod,35,13945.71,14055.0,-109.29
contemporary motorcar ltd,12,24662.5,24770.83,-108.33
titlemax/desoto tx1,3,450.0,558.33,-108.33
eden prairie nissan,3,5833.33,5941.67,-108.33
allied acceptance corp,9,7255.56,7363.89,-108.33
magnum auto sales and service  llc,3,10800.0,10908.33,-108.33
cadillac chevrolet buick gmc du west island ltee,3,4650.0,4758.33,-108.33
auto sales & service inc,3,2900.0,3008.33,-108.33
repo remarketing/unitus community cu,6,11200.0,11308.33,-108.33
coggin honda of orlando,219,2654.57,2762.56,-107.99
rancho ford,110,7639.09,7747.05,-107.95
healey ford lincoln llc,8,15150.0,15256.25,-106.25
coggin honda of ft pierce,136,3720.59,3826.84,-106.25
888 motors,8,13787.5,13893.75,-106.25
colorado river ford of kingman,8,13587.5,13693.75,-106.25
indian motorcycle corona,4,2600.0,2706.25,-106.25
al hendrickson toyota,25,4876.0,4982.0,-106.0
autonation nissan orange park,43,2791.86,2897.67,-105.81
leasing associates inc,43,11460.47,11566.28,-105.81
tims buick hyundai subaru & gmc inc,22,10577.27,10682.95,-105.68
one nevada credit union,22,10018.18,10123.86,-105.68
budget rent a car/san antonio,9,15644.44,15750.0,-105.56
chesterfield imports inc,23,4445.65,4551.09,-105.43
bmw of west houston,10,12070.0,12175.0,-105.0
msd san alfonso auto group inc,5,5420.0,5525.0,-105.0
north shore bank,13,14530.77,14634.62,-103.85
cash money cars llc,13,8092.31,8196.15,-103.85
mercedes benz of south atlanta,39,10761.54,10865.38,-103.85
mmca  inc,396,13436.24,13540.03,-103.79
autohaus lancaster inc,7,24500.0,24603.57,-103.57
goldstar motors,93,10470.97,10574.46,-103.49
arrigo dodge chrysler jeep ram sawgrass,8,8487.5,8590.63,-103.13
clare dodge chrysler jeep of newport,34,6516.18,6619.12,-102.94
haldeman ford inc,17,12032.35,12135.29,-102.94
gateway kia of north brunswick,40,13137.5,13240.0,-102.5
universal nissan,54,12092.59,12194.44,-101.85
veterans ford,32,7296.88,7398.44,-101.56
galpin ford studio rentals,32,15090.63,15192.19,-101.56
kendall hyundai,38,13921.05,14022.37,-101.32
volvo of cape cod,19,4050.0,4151.32,-101.32
archie outlet auto sales,20,9450.0,9551.25,-101.25
jimmie johnson kearny mesa chevrolet,194,6116.75,6217.78,-101.03
financial services remarketing/rail cars,222,27631.19,27731.31,-100.11
s e k auto sales inc,1,9500.0,9600.0,-100.0
palm beach exotics inc,2,5700.0,5800.0,-100.0
sharefax credit union,1,500.0,600.0,-100.0
cruise autos,1,4900.0,5000.0,-100.0
san mateo credit union,1,15200.0,15300.0,-100.0
four way m & m llc,1,34400.0,34500.0,-100.0
premier car & truck,2,1425.0,1525.0,-100.0
bud brown volkswagen llc,1,38200.0,38300.0,-100.0
premium auto group,1,1400.0,1500.0,-100.0
dbs auto sales,2,5200.0,5300.0,-100.0
kocourek nissan,1,9400.0,9500.0,-100.0
m & t motors,1,1300.0,1400.0,-100.0
apollo auto finance llc,3,21000.0,21100.0,-100.0
napletons hyundai of aurora,56,3213.84,3313.84,-100.0
rent a wreck,1,1000.0,1100.0,-100.0
route 90 motor company llc,2,2400.0,2500.0,-100.0
l and m auto inc,1,1300.0,1400.0,-100.0
the auto mall of effingham,2,30250.0,30350.0,-100.0
tip top auto sales,1,700.0,800.0,-100.0
autos unlimited inc,1,7000.0,7100.0,-100.0
american auto financing inc,1,5200.0,5300.0,-100.0
gateway subaru,34,2827.94,2927.94,-100.0
bashir auto trading,1,24000.0,24100.0,-100.0
avis rac/springfield,1,16800.0,16900.0,-100.0
south fort chevrolet ltd,1,21400.0,21500.0,-100.0
hyundai on perryville,1,14900.0,15000.0,-100.0
bahena car sales inc,1,500.0,600.0,-100.0
dealer finance of western kentucky,1,4000.0,4100.0,-100.0
rusnak westlake porsche,7,50642.86,50742.86,-100.0
genesis group automotive,1,3100.0,3200.0,-100.0
sharp cars/lease,2,4175.0,4275.0,-100.0
image cars,1,11400.0,11500.0,-100.0
mimick motor co,3,20633.33,20733.33,-100.0
gestion m f m international inc,1,1100.0,1200.0,-100.0
mercedes benz of valencia,1,40500.0,40600.0,-100.0
klean motors llc,1,1550.0,1650.0,-100.0
jnm autos inc,1,22500.0,22600.0,-100.0
medgaardens sw sales inc,1,19800.0,19900.0,-100.0
san diego auto club,1,3100.0,3200.0,-100.0
auto network group of arizona,2,31500.0,31600.0,-100.0
lexington car company llc,1,20000.0,20100.0,-100.0
stevinson lexus of frederick,1,30200.0,30300.0,-100.0
michael's imports inc,1,9900.0,10000.0,-100.0
rpm vehicle remarketing,1,4800.0,4900.0,-100.0
autos plus of smithville llc,1,13000.0,13100.0,-100.0
enterprise vehicle exchange/lombard,2,4600.0,4700.0,-100.0
primeritus remarketing/bullseye motors inc,1,25600.0,25700.0,-100.0
the auto specialists,2,8350.0,8450.0,-100.0
cover-jones motor company,1,48500.0,48600.0,-100.0
southtown chrysler dodge jeep,3,15033.33,15133.33,-100.0
bluegrass bmw,2,17700.0,17800.0,-100.0
jimmys auto inc,1,10400.0,10500.0,-100.0
tim marburger honda,1,16900.0,17000.0,-100.0
titlemax/kingstree sc1,1,450.0,550.0,-100.0
nae-mo corporation,1,11900.0,12000.0,-100.0
mike davidson ford,1,22200.0,22300.0,-100.0
palmen motors inc,6,5825.0,5925.0,-100.0
brads auto sales,1,29000.0,29100.0,-100.0
sylvain beauchemin auto enr,1,30700.0,30800.0,-100.0
pfs financial services/altamonte springs,1,2100.0,2200.0,-100.0
auto sales direct llc,1,2400.0,2500.0,-100.0
cadillac of sioux falls,2,48700.0,48800.0,-100.0
montrose mazda kent,1,25400.0,25500.0,-100.0
shaver automotive group inc,3,24966.67,25066.67,-100.0
village of orland park,4,2087.5,2187.5,-100.0
mb financial bank,1,1000.0,1100.0,-100.0
western federal credit union,1,12400.0,12500.0,-100.0
