seller,units_sold,avg_selling_price,avg_market_value,avg_profit
town center nissan,4,5287.5,5900.0,-612.5
walker quality sales,8,4787.5,5400.0,-612.5
nedal's inc,8,7562.5,8175.0,-612.5
bf saul,2,11600.0,12212.5,-612.5
exit auto sales,2,1550.0,2162.5,-612.5
west coast auto group,2,3600.0,4212.5,-612.5
mercedes-benz financial services,5658,27001.41,27613.67,-612.27
bank of the west,112,19205.8,19817.86,-612.05
eldorado motors,11,1690.91,2302.27,-611.36
crest ford inc,21,9795.24,10405.95,-610.71
ascend federal credit union,19,8386.84,8997.37,-610.53
ed bresnahan a/s dba thrifty rac,10,10525.0,11135.0,-610.0
regional acceptance corporation / greensboro,485,8173.51,8783.3,-609.79
first chrysler dodge  jeep  ram,67,3888.06,4497.01,-608.96
mercedes benz of ft lauderdale,77,11031.82,11640.58,-608.77
volvo car financial service/world omni,117,18911.54,19520.09,-608.55
lou bachrodt chevrolet,3,10733.33,11341.67,-608.33
autonation chrysler dodge jeep ram spring,28,7633.93,8241.96,-608.04
titlemax/nashville tn8,10,760.0,1367.5,-607.5
remarketing by ge/michigan schools & govt cu,244,9684.73,10292.21,-607.48
allen samuels chrysler dodge jeep ram,15,8293.33,8900.0,-606.67
toyota of hollywood,38,13042.11,13648.68,-606.58
professional financial services/knoxville,4,9300.0,9906.25,-606.25
titlemax/san antonio tx15,4,737.5,1343.75,-606.25
albert & jack inc,21,5983.33,6589.29,-605.95
federal financial,9,5200.0,5805.56,-605.56
driveit financial services llc,18,3658.33,4263.89,-605.56
west herr auto exchange inc,61,7528.69,8134.02,-605.33
autonation honda hollywood,74,3998.65,4603.72,-605.07
cag acceptance,61,2635.25,3239.75,-604.51
capital auto trading,6,8416.67,9020.83,-604.17
sutton leasing inc,69,12186.96,12790.94,-603.99
allied rent a car,7,9942.86,10546.43,-603.57
ctl corp,16,3334.38,3937.5,-603.13
onemain remarketing services,191,1976.18,2578.53,-602.36
carhop,37,887.84,1489.19,-601.35
m & n financial,148,4553.04,5154.22,-601.18
first investors servicing corp,386,10233.81,10834.91,-601.1
mfg prestige auto group llc,1,10700.0,11300.0,-600.0
fort myers motors ltd,2,2100.0,2700.0,-600.0
gettel gainesville inc,1,20800.0,21400.0,-600.0
phoenix remarketing llc,1,850.0,1450.0,-600.0
paul anthony auto group llc,1,2800.0,3400.0,-600.0
titlemax/lewisville tx2,2,2900.0,3500.0,-600.0
bmw of columbia,1,11300.0,11900.0,-600.0
h j auto group inc,2,52100.0,52700.0,-600.0
target corporation,1,20200.0,20800.0,-600.0
garrys auto sales,1,800.0,1400.0,-600.0
southtowne motors inc,1,13200.0,13800.0,-600.0
hatfield hyundai,15,2475.0,3075.0,-600.0
byers kia,2,9800.0,10400.0,-600.0
sunny hills auto sales inc,1,800.0,1400.0,-600.0
transrite inc,1,2500.0,3100.0,-600.0
greater kinston credit union,1,1100.0,1700.0,-600.0
titlebucks/riverdale ga1,2,775.0,1375.0,-600.0
remarketing by ge/ic federal credit union,1,1300.0,1900.0,-600.0
top cars inc,1,3250.0,3850.0,-600.0
strait motor cars inc,1,13700.0,14300.0,-600.0
honda of clear lake,1,13600.0,14200.0,-600.0
primeritus remarketing/dfs auto group - richmond,1,14000.0,14600.0,-600.0
vehicles nashville llc,1,14500.0,15100.0,-600.0
ellis automotive group inc,3,9166.67,9766.67,-600.0
titlemax/crystal city mo1,1,400.0,1000.0,-600.0
autos reps l g s e n c,1,3250.0,3850.0,-600.0
cash-n-go,1,700.0,1300.0,-600.0
american auto financing,1,4600.0,5200.0,-600.0
team chrysler jeep dodge,1,14500.0,15100.0,-600.0
dch toyota of torrance,10,5485.0,6085.0,-600.0
royal rent a car systems,1,28000.0,28600.0,-600.0
atzenhoffer mazda  atzenhoffer mitsubishi,1,19500.0,20100.0,-600.0
joel's auto wholesale  inc,9,827.78,1427.78,-600.0
honest abe auto sales iii,1,1000.0,1600.0,-600.0
wcg enterprises,2,1575.0,2175.0,-600.0
barnes baker automotive,1,22200.0,22800.0,-600.0
holmes tuttle ford lincoln mercury,1,13200.0,13800.0,-600.0
triangle federal credit union,1,13000.0,13600.0,-600.0
petersen motors llc,1,2900.0,3500.0,-600.0
bcaa/company cars,1,200.0,800.0,-600.0
norwalk hospital credit union inc,1,9900.0,10500.0,-600.0
johnson motors inc,1,24500.0,25100.0,-600.0
pals auto wholesale,7,25857.14,26457.14,-600.0
brewery credit union,1,750.0,1350.0,-600.0
moon motors lv llc,2,5700.0,6300.0,-600.0
family auto inc,2,6950.0,7550.0,-600.0
payless car sales,1,10200.0,10800.0,-600.0
cpr auto sales & finance,1,30100.0,30700.0,-600.0
first citizens bank,1,12900.0,13500.0,-600.0
buyers choice auto center llc,1,19700.0,20300.0,-600.0
jb motor cars,9,1244.44,1844.44,-600.0
westlake auto,1,1500.0,2100.0,-600.0
raffino auto sales,1,16500.0,17100.0,-600.0
onemain rem/common cents auto,1,6000.0,6600.0,-600.0
mac pac motors international limited,2,1750.0,2350.0,-600.0
gable auto & truck center inc,1,1000.0,1600.0,-600.0
deemiracle auto group llc,2,2037.5,2637.5,-600.0
david wilsons villa ford,1,18000.0,18600.0,-600.0
transwest credit union,1,4000.0,4600.0,-600.0
city public service/ibew fcu,1,2700.0,3300.0,-600.0
parish finance corporation,2,1250.0,1850.0,-600.0
regal cars of florida inc,1,15300.0,15900.0,-600.0
taylor infiniti bmw hyundai,3,26500.0,27100.0,-600.0
rpm auto sales and service,2,3350.0,3950.0,-600.0
elite auto trade,1,250.0,850.0,-600.0
corporate cars usa llc,1,15200.0,15800.0,-600.0
deals r us auto sales inc,2,10900.0,11500.0,-600.0
elite motor mall,1,1850.0,2450.0,-600.0
nationwide remarketing co,2,3800.0,4400.0,-600.0
berthod motors inc,1,48800.0,49400.0,-600.0
tiltemax/dallas tx4,3,933.33,1533.33,-600.0
onemain rem/cars for less,1,6500.0,7100.0,-600.0
blackhawk finance,51,1918.14,2517.65,-599.51
nissan 24,72,4496.88,5094.44,-597.57
autonation chevrolet north,10,2885.0,3482.5,-597.5
oklahoma motor credit co,10,1925.0,2522.5,-597.5
findlay lincoln mercury,9,18588.89,19186.11,-597.22
park place infiniti,17,20738.24,21335.29,-597.06
saber acceptance,7,3114.29,3710.71,-596.43
titlemax of blue diamond,13,2296.15,2892.31,-596.15
grand motors inc,5,16560.0,17155.0,-595.0
faulkner nissan inc,24,4343.75,4938.54,-594.79
southgate capital llc,24,16364.58,16959.38,-594.79
boucher chevrolet inc,23,6883.7,7478.26,-594.57
western motors/aide rent a car,17,892.65,1486.76,-594.12
titlemax of fort apache rd. - nv 15,4,2350.0,2943.75,-593.75
acr rental services inc,8,10362.5,10956.25,-593.75
florida state efcu,7,4514.29,5107.14,-592.86
trustone financial fed credit union,7,6485.71,7078.57,-592.86
the auto site inc,22,6900.0,7492.05,-592.05
mercedes benz of san francisco,28,17108.93,17700.89,-591.96
sandia area fcu,3,9533.33,10125.0,-591.67
wichita falls ford lin merc,3,18300.0,18891.67,-591.67
capitol chevrolet,6,14716.67,15308.33,-591.67
repo remarketing/north county credit union,3,5166.67,5758.33,-591.67
titlemax/n richland hills tx1,3,2866.67,3458.33,-591.67
bucktown auto sales,3,6475.0,7066.67,-591.67
darcars toyota of baltimore,51,2541.18,3131.86,-590.69
university motors inc,8,553.13,1143.75,-590.63
shamaley ford,50,10099.0,10689.5,-590.5
franklin acceptance llc,5,4520.0,5110.0,-590.0
titlemax/las vegas nv23,10,1180.0,1770.0,-590.0
quick cars llc,7,9228.57,9817.86,-589.29
autonation chevrolet coral gables,84,3283.33,3872.62,-589.29
bard whls,98,19895.41,20483.16,-587.76
u.s. auto credit purchase center llc,4,1275.0,1862.5,-587.5
boucher hyundai of waukesha,2,3262.5,3850.0,-587.5
remarketing by ge/flag credit union,2,825.0,1412.5,-587.5
jl auto sales corp,4,8750.0,9337.5,-587.5
freeland chevrolet superstore,2,575.0,1162.5,-587.5
star car sports llc,2,7900.0,8487.5,-587.5
toyota lachute,2,5350.0,5937.5,-587.5
florida liquidation center inc,2,4200.0,4787.5,-587.5
tampa honda,4,13475.0,14062.5,-587.5
vystar credit union,2,6800.0,7387.5,-587.5
consumer auto finance,2,2500.0,3087.5,-587.5
hb auto sales,2,4950.0,5537.5,-587.5
sampson motors llc,4,10100.0,10687.5,-587.5
auto max,2,1675.0,2262.5,-587.5
weathers motors,2,875.0,1462.5,-587.5
cars 4 needs inc,6,15633.33,16220.83,-587.5
kjc auto title loan corp,41,1359.76,1945.73,-585.98
pennstar bank/nbt bank na,7,18685.71,19271.43,-585.71
primeritus remarketing / huntington bank,5,7380.0,7965.0,-585.0
auto action,5,805.0,1390.0,-585.0
titlemax/las vegas nv36,8,2112.5,2696.88,-584.38
titlemax/garden grove ca1,8,2000.0,2584.38,-584.38
royal credit union,11,2727.27,3311.36,-584.09
primeritus remarketing/farm bureau,22,12818.18,13402.27,-584.09
repo depo,148,9845.27,10429.05,-583.78
fayette honda,3,19833.33,20416.67,-583.33
autonation ford scottsdale,3,6516.67,7100.0,-583.33
remarketing by ge/ge capital solutions,90,11357.22,11940.28,-583.06
ciscon llc,25,12460.0,13043.0,-583.0
lorenzo bomnin chevrolet,24,5631.25,6213.54,-582.29
federal financial services inc/cary,7,4471.43,5053.57,-582.14
fleet services remarketing inc,11,7445.45,8027.27,-581.82
ray price honda mazda volvo,23,16986.96,17568.48,-581.52
austin infiniti inc,24,13475.0,14056.25,-581.25
mid missouri credit union,4,2725.0,3306.25,-581.25
klassic cars,4,4500.0,5081.25,-581.25
bmg auto,5,1370.0,1950.0,-580.0
crest ford flat rock inc,5,2280.0,2860.0,-580.0
crb auto finance,170,12342.35,12922.21,-579.85
mercedes-benz of houston greenway,12,5366.67,5945.83,-579.17
assassin cycle & design,6,25808.33,26387.5,-579.17
luxury of queens inc,6,11475.0,12054.17,-579.17
remarketing by ge/america first credit union,230,6061.52,6640.65,-579.13
fiserv/crescent bank & trust,351,8374.5,8953.49,-578.99
faulkner toyota,39,5770.51,6348.72,-578.21
brown's jaguar,9,5083.33,5661.11,-577.78
automotive remarketing inc,732,1583.92,2161.44,-577.53
modern enterprises,10,11470.0,12047.5,-577.5
manheim auctions,13,10223.08,10800.0,-576.92
advanced auto sales,15,6033.33,6610.0,-576.67
imperial chrysler dodge jeep corp,121,5513.64,6089.67,-576.03
southwest financial fcu,1,2500.0,3075.0,-575.0
mott enterprises llc,1,400.0,975.0,-575.0
shellaway auto sales llc,1,1550.0,2125.0,-575.0
esquivel auto depot,1,400.0,975.0,-575.0
lynnes subaru inc,1,7300.0,7875.0,-575.0
nino quality motors inc,1,500.0,1075.0,-575.0
cmm finance,3,8133.33,8708.33,-575.0
ft lauderdale auto leasing corp,4,1137.5,1712.5,-575.0
kensington finance inc,1,7500.0,8075.0,-575.0
hermann ford  inc,1,1900.0,2475.0,-575.0
coastal bend rent a car inc,8,22650.0,23225.0,-575.0
rive sud fiat,1,4800.0,5375.0,-575.0
cueter chrysler jeep dodge llc,5,1390.0,1965.0,-575.0
westside credit co-op,1,2500.0,3075.0,-575.0
napletons river oaks honda,54,6806.02,7381.02,-575.0
fiserv/capital communications fcu,1,1700.0,2275.0,-575.0
titlemax/dickson tn1,19,782.89,1357.89,-575.0
citizens finance/peoria,2,3050.0,3625.0,-575.0
hickam fcu,4,10050.0,10625.0,-575.0
dollar bill auto sales inc,1,6500.0,7075.0,-575.0
car zone motors llc,1,500.0,1075.0,-575.0
ride now motors,1,6000.0,6575.0,-575.0
redbird financial llc,1,2500.0,3075.0,-575.0
ank automotive llc,1,8000.0,8575.0,-575.0
dbit enterprise inc dba holy land ent inc,1,7200.0,7775.0,-575.0
century auto sales,2,1600.0,2175.0,-575.0
aasl holding,1,6000.0,6575.0,-575.0
saber acceptance co inc,8,3012.5,3587.5,-575.0
rowe's garage,1,350.0,925.0,-575.0
the ohio educational credit union,2,17450.0,18025.0,-575.0
mid city motors,1,250.0,825.0,-575.0
grahams auto wholesale,2,9100.0,9675.0,-575.0
titlebucks / clarksville tn1,23,756.52,1331.52,-575.0
titlebucks / loganville ga1,1,1900.0,2475.0,-575.0
sierra classics & imports llc,1,1500.0,2075.0,-575.0
don davis dodge chrysler jeep ram,40,4902.5,5476.25,-573.75
autonation ford frisco,17,4197.06,4770.59,-573.53
remarketing by ge/manheim kansas city,64,10402.34,10974.61,-572.27
sellers sexton inc,9,20355.56,20927.78,-572.22
community choice credit union,35,9348.57,9920.71,-572.14
faulkner harrisburg inc,16,4140.63,4712.5,-571.88
center point energy fleet,23,4141.3,4713.04,-571.74
town & country motors,45,16042.22,16613.89,-571.67
huffines chrysler jeep dodge,7,17185.71,17757.14,-571.43
brandon volkswagen,12,2995.83,3566.67,-570.83
flexco fleet services,328,9103.81,9673.17,-569.36
foursight capital llc,57,13054.39,13623.68,-569.3
mike albert leasing,8,10600.0,11168.75,-568.75
bargain express,4,3325.0,3893.75,-568.75
kellie auto sales inc,3,8033.33,8600.0,-566.67
tustin community bank,24,7472.92,8039.58,-566.67
advance car rental inc,3,17466.67,18033.33,-566.67
arizona auto resource,3,13433.33,14000.0,-566.67
mega leasing,3,11366.67,11933.33,-566.67
enterprise car sales/tulsa,15,9366.67,9933.33,-566.67
financial services remarketing (other aucs),9,32666.67,33233.33,-566.67
priority volkswagen,8,20887.5,21453.13,-565.63
purple heart services inc,857,842.97,1408.43,-565.46
urs energy & construction inc,5,4655.0,5220.0,-565.0
titlemax/las vegas nv21,15,1590.0,2153.33,-563.33
anderson koch ford inc,2,5150.0,5712.5,-562.5
texas cities motors llc,2,2800.0,3362.5,-562.5
global auto sales,2,1100.0,1662.5,-562.5
check into cash,6,595.83,1158.33,-562.5
hurley auto sales,2,2100.0,2662.5,-562.5
car now acceptance co/marietta,2,787.5,1350.0,-562.5
midwest automotive marketing inc,2,3300.0,3862.5,-562.5
noor motor  inc.,2,1650.0,2212.5,-562.5
fiserv/esl fcu,2,3600.0,4162.5,-562.5
titlemax/myrtle beach sc1,2,5350.0,5912.5,-562.5
midway hfc fleet/ars,144,21857.64,22419.1,-561.46
dean sellers ford,59,6506.78,7067.8,-561.02
madison honda,14,2146.43,2707.14,-560.71
titlebucks/san antonio-tx1,7,571.43,1132.14,-560.71
cape fear credit union,14,5775.0,6335.71,-560.71
dependable auto sales,5,13270.0,13830.0,-560.0
uncle ang auto sales,5,15760.0,16320.0,-560.0
first bank florida,5,9460.0,10020.0,-560.0
onemain rem/auto club of miami inc dba north dad,95,9363.68,9923.16,-559.47
harry browns family automotive,31,4872.58,5431.45,-558.87
sheehy ford inc,35,4863.57,5422.14,-558.57
criswell honda,123,5111.99,5670.53,-558.54
los angeles police fcu,3,9866.67,10425.0,-558.33
lake ford lincoln mercury inc,3,11033.33,11591.67,-558.33
key finance,3,9366.67,9925.0,-558.33
capitol chevrolet & imports inc,3,15833.33,16391.67,-558.33
s&f financial llc,3,1083.33,1641.67,-558.33
cds auto wholesalers llc,3,900.0,1458.33,-558.33
a j dohmann chevrolet cadillac inc,6,4166.67,4725.0,-558.33
general acceptance corporation,60,2720.83,3278.75,-557.92
givens auto inc,10,6675.0,7232.5,-557.5
primeritus remarketing/cur,10,8290.0,8847.5,-557.5
west coast van rental,7,25185.71,25742.86,-557.14
titlemax/san bernardino ca1,4,2250.0,2806.25,-556.25
stevens creek bmw,13,11342.31,11898.08,-555.77
laurel bmw of westmont,14,12542.86,13098.21,-555.36
mills transportation service inc,20,11497.5,12052.5,-555.0
great bridge auto sales,6,7950.0,8504.17,-554.17
tom ahl buick inc,6,10625.0,11179.17,-554.17
boston foreign motor,15,25643.33,26196.67,-553.33
return to perfection inc,8,5037.5,5590.63,-553.13
bhfc financial services inc,17,3502.94,4055.88,-552.94
napleton's volkswagen of orlando,10,10090.0,10642.5,-552.5
regional acceptance corporation / winterville,116,9338.36,9890.09,-551.72
primeritus remarketing/hulcher services,2,2100.0,2650.0,-550.0
auto integrity  llc,1,1400.0,1950.0,-550.0
chicago autoplex inc,4,8950.0,9500.0,-550.0
remarketing by ge/affiliated financial corp,14,10042.86,10592.86,-550.0
j.d. byrider,2,1575.0,2125.0,-550.0
keller chevrolet inc,1,17700.0,18250.0,-550.0
college hill auto sales llc,1,3700.0,4250.0,-550.0
repo remarketing/police and fire fcu,1,2300.0,2850.0,-550.0
jimmy auto sale llc,1,2600.0,3150.0,-550.0
budget autos llc,2,26700.0,27250.0,-550.0
citizens finance/west allis,2,3950.0,4500.0,-550.0
caguas auto city inc,4,14000.0,14550.0,-550.0
jersey auto,1,1700.0,2250.0,-550.0
trust capital automotive group llc,1,13500.0,14050.0,-550.0
anthony auto sales,1,17600.0,18150.0,-550.0
remarketing by ge/white eagle credit union,1,2000.0,2550.0,-550.0
steel city auto sales,1,4000.0,4550.0,-550.0
maypole chevrolet inc,1,11400.0,11950.0,-550.0
onemain rem/antonios auto sales,2,3500.0,4050.0,-550.0
merit chevrolet co,1,17400.0,17950.0,-550.0
din auto sales inc,1,650.0,1200.0,-550.0
t & t auto sales,1,16000.0,16550.0,-550.0
jefferson county sheriff,2,825.0,1375.0,-550.0
apple auto sales,2,4200.0,4750.0,-550.0
doral hyundai,3,5666.67,6216.67,-550.0
east town auto,1,5700.0,6250.0,-550.0
hub cap city auto sales,1,750.0,1300.0,-550.0
texas car title and payday loan services inc,1,1800.0,2350.0,-550.0
outten chrysler dodge jeep ram,2,28100.0,28650.0,-550.0
lobel financial corp,424,3894.04,4444.04,-550.0
ruffhouse auto llc,2,1600.0,2150.0,-550.0
b f auto sales,1,3400.0,3950.0,-550.0
land rover jaguar louisville,2,31200.0,31750.0,-550.0
eagle auto auction inc,1,18500.0,19050.0,-550.0
diamond auto wholesalers,1,18700.0,19250.0,-550.0
harris oldsmobile inc,2,6050.0,6600.0,-550.0
costa mesa nissan,2,42750.0,43300.0,-550.0
lendmark financial services/dondalk,1,4600.0,5150.0,-550.0
titlemax/tempe az2,1,900.0,1450.0,-550.0
abfg auto of dfw,1,3700.0,4250.0,-550.0
credit union of denver,1,600.0,1150.0,-550.0
security credit corporation,1,900.0,1450.0,-550.0
one stop money centers,1,1400.0,1950.0,-550.0
richardson motor corp,1,25750.0,26300.0,-550.0
texas auto liquidators llc,1,3200.0,3750.0,-550.0
coral springs pre-owned auto sales,1,1200.0,1750.0,-550.0
titlebucks/lasvegas nv1,16,1065.63,1615.63,-550.0
bay ridge ford,1,11300.0,11850.0,-550.0
ntx auto group,1,13000.0,13550.0,-550.0
city motors group inc,1,16000.0,16550.0,-550.0
onemain rem/cj's auto sales,1,5000.0,5550.0,-550.0
ed morse honda,2,22500.0,23050.0,-550.0
best value truck rental llc,2,2200.0,2750.0,-550.0
bass auto,3,10116.67,10666.67,-550.0
international motor co,1,18000.0,18550.0,-550.0
winn volkswagen,1,550.0,1100.0,-550.0
henry brown buick gmc llc,3,6966.67,7516.67,-550.0
stephen wade toyota,1,2550.0,3100.0,-550.0
ceylon auto traders inc,1,6900.0,7450.0,-550.0
mid florida finance llc,1,4600.0,5150.0,-550.0
superior motors inc,1,45750.0,46300.0,-550.0
new horizon community credit union,1,5800.0,6350.0,-550.0
sherman dodge,76,2561.84,3111.51,-549.67
credit union of texas,34,12363.24,12912.5,-549.26
lexus of north miami,132,24719.32,25266.86,-547.54
evergreen kia,8,13875.0,14421.88,-546.88
sl auto gallery inc,6,7591.67,8137.5,-545.83
dover fcu,16,6806.25,7351.56,-545.31
deluxe auto sales inc,5,18640.0,19185.0,-545.0
audi of smithtown,5,17510.0,18055.0,-545.0
sheehan buick gmc  inc,39,4296.15,4841.03,-544.87
primeritus remarketing/bank of hawaii,9,15922.22,16466.67,-544.44
imperial ford corporation,139,5720.5,6264.39,-543.88
kugman inc,4,15150.0,15693.75,-543.75
san antonio federal credit union,4,11300.0,11843.75,-543.75
heritage bank,4,9725.0,10268.75,-543.75
williamson cadillac company,44,19897.73,20440.34,-542.61
primeritus remarketing/lum,13,5707.69,6250.0,-542.31
sunland park chrysler dodge jeep ram,52,9123.08,9665.38,-542.31
honda of ocala,41,17383.9,17925.61,-541.71
google auto sales llc,3,1016.67,1558.33,-541.67
benz boys inc,3,8083.33,8625.0,-541.67
all american autohaus inc.,3,16866.67,17408.33,-541.67
caprock credit corporation,3,1783.33,2325.0,-541.67
www getauctioncars com,3,13266.67,13808.33,-541.67
c & s autobrokers inc,3,3941.67,4483.33,-541.67
remarketing by ge/nextgear capital,365,10708.22,11249.52,-541.3
broadway garage of columbia county inc,37,5175.68,5716.89,-541.22
remarketing by ge/community cu of florida,11,7127.27,7668.18,-540.91
jenkins nissan  inc,8,3831.25,4371.88,-540.63
remarketing by ge/bwas,34,16276.47,16816.91,-540.44
ars/erac canada limited,5,20080.0,20620.0,-540.0
titlemax/martin luther king ga1,5,645.0,1185.0,-540.0
jr used cars,7,11192.86,11732.14,-539.29
l k auto sales inc,31,6245.16,6783.87,-538.71
dekalb county drug task force,11,1677.27,2215.91,-538.64
hatfield kia,11,4875.0,5413.64,-538.64
commerce bank na,2,3025.0,3562.5,-537.5
auto mart llc,2,3750.0,4287.5,-537.5
manheim darlington,2,5500.0,6037.5,-537.5
polk county sheriff's office,4,1375.0,1912.5,-537.5
manna vehicles,2,2050.0,2587.5,-537.5
remarketing by ge/flagship credit acceptance,878,9227.14,9764.15,-537.02
lithia chrys jeep dodge of bryan college station,9,4100.0,4636.11,-536.11
piazza honda of reading,9,15327.78,15863.89,-536.11
u save car & truck renta,7,18228.57,18764.29,-535.71
reed lallier chevrolet,5,6360.0,6895.0,-535.0
abc hyundai,13,16961.54,17496.15,-534.62
southwest national bank,16,6625.0,7159.38,-534.38
remarketing by ge/schools first fcu,42,8857.14,9391.07,-533.93
remarketing by ge/firelands fcu,68,5909.93,6443.38,-533.46
stetson motors 2010 ltd,3,4766.67,5300.0,-533.33
hinsdale bank & trust,3,15766.67,16300.0,-533.33
southside mitsubishi,3,7516.67,8050.0,-533.33
remarketing by ge/so star central gas pipeline,3,9200.0,9733.33,-533.33
west palm beach kia,12,3529.17,4062.5,-533.33
dannys auto sales,6,6033.33,6566.67,-533.33
j a r auto sales inc,3,2466.67,3000.0,-533.33
acra automotive group,6,10066.67,10600.0,-533.33
cars group finance & sales,3,7200.0,7733.33,-533.33
hudson nissan,3,16433.33,16966.67,-533.33
continental motors inc,3,18033.33,18566.67,-533.33
true credit auto wholesale,9,19277.78,19811.11,-533.33
fleet lease disposal,138,5407.97,5940.58,-532.61
precision automtve sls inc,4,9850.0,10381.25,-531.25
arlington lexus in palatine,4,13775.0,14306.25,-531.25
titlemax/lovejoy,4,600.0,1131.25,-531.25
peoria volkswagen,4,9462.5,9993.75,-531.25
koons silver spring ford lincoln,89,4616.85,5147.75,-530.9
l m auto wholesale,72,26486.11,27016.32,-530.21
poughkeepsie nissan inc,1,1520.0,2050.0,-530.0
auto exotica inc,5,6350.0,6880.0,-530.0
audi of chandler,10,20625.0,21155.0,-530.0
titlemax/nashville tn2,11,734.09,1263.64,-529.55
libertyville chevrolet inc,7,6421.43,6950.0,-528.57
lenders assistance corporation,139,10334.53,10862.95,-528.42
datura auto sales and rentals,48,19668.75,20196.87,-528.13
titlemax hendersonville-tn1,16,1043.75,1571.88,-528.13
mike brown ford,8,9012.5,9540.63,-528.13
gte fcu,110,9805.45,10332.95,-527.5
coggin bmw treasure coast,61,9134.43,9661.89,-527.46
sierra toyota,11,17727.27,18254.55,-527.27
titlemax/las vegas nv28,11,2136.36,2663.64,-527.27
first ford  inc.,109,5734.86,6261.01,-526.15
ge capital fleet services,76,8681.58,9207.57,-525.99
el camino auto sales,1,6300.0,6825.0,-525.0
hertrich nissan,2,8400.0,8925.0,-525.0
on call cash,3,416.67,941.67,-525.0
northland auto brokers & leasing,1,300.0,825.0,-525.0
apple ford,4,23425.0,23950.0,-525.0
milahs auto sales,1,3950.0,4475.0,-525.0
auction direct llc,1,1200.0,1725.0,-525.0
baya auto sales,1,2800.0,3325.0,-525.0
fiesta motors inc,1,7250.0,7775.0,-525.0
eveland sales inc,1,5000.0,5525.0,-525.0
william mizell ford inc,3,8933.33,9458.33,-525.0
wilde toyota,26,3761.54,4286.54,-525.0
j. p. thibodeaux nissan,8,5043.75,5568.75,-525.0
premier auto consulting llc,4,38912.5,39437.5,-525.0
madera chevrolet oldsmobile toyota,2,13825.0,14350.0,-525.0
credit concepts inc,1,850.0,1375.0,-525.0
reliable car and truck rentals,2,8700.0,9225.0,-525.0
lextechs of atlanta,4,15350.0,15875.0,-525.0
crosby nissan sales,4,19225.0,19750.0,-525.0
titlemax/wood river,1,2500.0,3025.0,-525.0
sfm funding,1,900.0,1425.0,-525.0
suburban chevrolet cadillac saab hummer,16,3250.0,3775.0,-525.0
utah first fcu,1,1500.0,2025.0,-525.0
motors acceptance corporation,27,1479.63,2004.63,-525.0
xclusive auto of ga,1,3100.0,3625.0,-525.0
topsfield motor company llc,3,2366.67,2891.67,-525.0
onur auto,1,2600.0,3125.0,-525.0
iv seasons financial llc,1,1600.0,2125.0,-525.0
el general auto dealer,1,4700.0,5225.0,-525.0
southside bank,42,12129.76,12654.76,-525.0
fremont chevrolet,12,10910.42,11435.42,-525.0
steet ponte volkswagen,1,6300.0,6825.0,-525.0
main street motorsports,1,1300.0,1825.0,-525.0
peoples financial,1,1100.0,1625.0,-525.0
father & son 170 atlantic av car corp,2,16150.0,16675.0,-525.0
synergy bank,1,2500.0,3025.0,-525.0
consumer financial services/ft walton beach,6,1483.33,2008.33,-525.0
fleet sales llc,1,2700.0,3225.0,-525.0
titlemax/san antonio-tx8,7,1414.29,1939.29,-525.0
sunrise group investment,1,3600.0,4125.0,-525.0
mitchs auto wholesalers inc,2,9912.5,10437.5,-525.0
rick miller used cars & rvs,8,10225.0,10750.0,-525.0
credit acceptance corp/richmond,1,1250.0,1775.0,-525.0
doan dodge chrysler jeep,4,2825.0,3350.0,-525.0
voyage auto sales inc,2,3175.0,3700.0,-525.0
white bear lake mitsubishi,1,5500.0,6025.0,-525.0
equity auto center llc,1,3500.0,4025.0,-525.0
slr auto llc,1,500.0,1025.0,-525.0
best motor,2,3075.0,3600.0,-525.0
carolina farm credit,7,12214.29,12739.29,-525.0
prime acceptance corp,10,3785.0,4310.0,-525.0
barstow auto sales,1,300.0,825.0,-525.0
dave white acura,2,19750.0,20275.0,-525.0
oxborrow unlimited inc,1,8000.0,8525.0,-525.0
a-team auto sales llc,1,3850.0,4375.0,-525.0
dorsch ford lincoln mercury kia,1,2000.0,2525.0,-525.0
paul massaroni,2,3925.0,4450.0,-525.0
budget autos inc,1,1700.0,2225.0,-525.0
chase bank of texas,1,6500.0,7025.0,-525.0
hawthorne auto sales co,84,13433.93,13958.63,-524.7
hyundai motor america/co car open sale,21,24990.48,25514.29,-523.81
college park motor cars inc,53,2515.09,3038.68,-523.58
woodbridge auto sales,34,14077.94,14600.74,-522.79
del-one fcu,11,8454.55,8977.27,-522.73
jaguar land rover allentown,11,35645.45,36168.18,-522.73
credit acceptance corp/vrs/southfield,4767,3094.19,3616.84,-522.65
remarketing by ge/suntrust bank,202,12753.71,13274.63,-520.92
first southwestern financial services,6,2333.33,2854.17,-520.83
autovest llc,6,2266.67,2787.5,-520.83
camino real chevrolet,11,13550.0,14070.45,-520.45
husker auto group inc,16,25809.38,26329.69,-520.31
michigan schools and government credit union,5,6320.0,6840.0,-520.0
darcars of fairfax,135,4241.3,4760.19,-518.89
sound ford inc,4,4250.0,4768.75,-518.75
phil tolkan leasing co inc,8,24550.0,25068.75,-518.75
9209 0851 quebec inc,64,18611.72,19130.08,-518.36
criswell isuzu trucks,43,7637.21,8155.23,-518.02
boucher nissan,7,3192.86,3710.71,-517.86
jd byrider,7,1771.43,2289.29,-517.86
donate for charity,66,1318.94,1836.36,-517.42
