seller,sale_year,units_sold,total_revenue,avg_profit
mallen enterprises inc,2014,7,38500.0,425.0
mallen enterprises inc,2015,2,10800.0,1062.5
malloy ford,2015,2,14600.0,-737.5
malloy hyundai,2015,5,13500.0,270.0
malloy mazda mitsubishi,2015,6,22900.0,-383.33
malones automotive inc,2015,9,35800.0,-33.33
malsia used car sales,2014,1,1000.0,-1250.0
manassas chrysler dodge jeep ram,2015,1,20500.0,0.0
mancaris chrysler jeep inc,2014,11,51800.0,309.09
mancaris chrysler jeep inc,2015,4,20200.0,-506.25
manchester motors,2015,5,60400.0,-380.0
mangino value center inc,2015,2,3550.0,-1087.5
manhattan beach toyota,2015,2,28500.0,-1050.0
manhattan imported cars inc,2015,1,67500.0,-1500.0
manhattan motors llc,2015,1,20400.0,1600.0
manhattan used cars,2014,8,16450.0,-393.75
manheim albany,2014,1,6700.0,1175.0
manheim albany,2015,7,31950.0,-1710.71
manheim arena illinois,2014,3,14700.0,-2016.67
manheim arena illinois,2015,10,66675.0,-1230.0
manheim atlanta,2014,6,81500.0,-1341.67
manheim atlanta,2015,51,746700.0,-1915.69
manheim atlanta/collections,2015,1,9400.0,-2450.0
manheim auctions,2014,6,52900.0,-233.33
manheim auctions,2015,7,80000.0,-871.43
manheim auctions inc/ars,2015,1,21500.0,-3900.0
manheim auctions inventory,2015,1,45200.0,-3400.0
manheim auctions/ars,2015,11,188300.0,-3027.27
manheim baltimore-washington,2014,7,21200.0,-1053.57
manheim baltimore-washington,2015,26,153550.0,-971.15
manheim baltwash/junk a car scrap,2014,9,3775.0,-511.11
manheim baltwash/junk a car scrap,2015,24,7375.0,-722.92
manheim california,2015,2,18500.0,87.5
manheim caribbean,2014,3,21800.0,-3250.0
manheim caribbean,2015,3,16400.0,-2166.67
manheim central california,2015,4,17000.0,-687.5
manheim central facilitation services group,2014,4,83850.0,-1637.5
manheim central facilitation services group,2015,10,183450.0,-890.0
manheim central florida,2015,1,13400.0,-500.0
manheim chicago,2014,1,3000.0,-850.0
manheim chicago,2015,1,14400.0,1350.0
manheim chicago aa,2015,10,95050.0,-1235.0
manheim cincinnati,2015,1,20000.0,-8700.0
manheim dallas,2014,11,63400.0,-1065.91
manheim dallas,2015,123,1688788.0,-1433.84
manheim dallas fort worth,2014,1,21900.0,-16700.0
manheim dallas-fort worth,2014,1,19000.0,750.0
manheim darlington,2014,1,600.0,475.0
manheim darlington,2015,1,10400.0,-1550.0
manheim daytona bch co car non-assigned,2015,1,9100.0,-3550.0
manheim daytona beach,2015,1,20000.0,700.0
manheim daytona beach - remarketing,2015,3,26000.0,-1350.0
manheim denver,2014,1,20750.0,-950.0
manheim denver,2015,1,11000.0,-1100.0
manheim el paso,2014,1,1000.0,-3300.0
manheim el paso,2015,3,2850.0,-708.33
manheim fort lauderdale,2014,2,26000.0,-1000.0
manheim fort lauderdale,2015,12,192400.0,-1668.75
manheim fort myers,2015,1,4200.0,-4000.0
manheim fredericksburg,2014,3,7450.0,-983.33
manheim fredericksburg,2015,12,73300.0,-1335.42
manheim georgia,2014,1,7400.0,-3800.0
manheim georgia,2015,29,243750.0,-1379.31
manheim greater chicago aa/honm,2015,1,7200.0,-3000.0
manheim harrisonburg,2014,5,22300.0,-1550.0
manheim harrisonburg,2015,35,207150.0,-1191.43
manheim hawaii,2015,2,7200.0,-2237.5
manheim houston,2015,9,79300.0,-2155.56
manheim imports,2014,21,430649.0,7.1
manheim imports,2015,327,6108450.0,259.25
manheim indianapolis,2015,1,600.0,-425.0
manheim jacksonville,2015,2,8450.0,-1212.5
manheim kansas city,2014,2,20800.0,-825.0
manheim kansas city,2015,4,59300.0,-2725.0
manheim lafayette,2014,1,4700.0,225.0
manheim lakeland,2014,1,8600.0,-2400.0
manheim lakeland,2015,4,32100.0,-1162.5
manheim las vegas,2015,1,9500.0,-900.0
manheim louisville,2015,4,8750.0,-806.25
manheim milwaukee,2014,5,97700.0,65.0
manheim milwaukee,2015,30,259950.0,-1764.17
manheim minneapolis,2014,1,8500.0,-1225.0
manheim minneapolis,2015,21,246100.0,-1251.19
manheim mississippi,2015,4,52000.0,-1312.5
manheim montreal,2015,6,10600.0,-1620.83
manheim nashville,2014,10,75850.0,-1162.5
manheim nashville,2015,101,836550.0,-1253.96
manheim nevada,2014,3,53200.0,-3025.0
manheim nevada,2015,3,33750.0,-1933.33
manheim new jersey,2014,9,102500.0,-2350.0
manheim new jersey,2015,98,1118150.0,-2289.03
manheim new orleans,2015,3,23900.0,-1816.67
manheim new york,2014,1,11700.0,-1750.0
manheim new york,2015,21,163850.0,-1453.57
manheim new york -ars,2015,2,32300.0,550.0
manheim north carolina,2015,13,131750.0,-2650.0
manheim northstar minnesota,2015,8,39900.0,218.75
manheim ny metro skyline,2015,1,8100.0,-2100.0
manheim ohio,2014,1,5000.0,275.0
manheim ohio,2015,19,162050.0,-1525.0
manheim omaha,2014,1,2000.0,-200.0
manheim omaha,2015,4,62300.0,-4375.0
manheim orlando,2014,8,122200.0,-1331.25
manheim orlando,2015,46,716900.0,-709.78
manheim palm beach,2014,2,6970.0,-1977.5
manheim palm beach,2015,18,183100.0,-1148.61
manheim palm beach pnd arb,2015,1,3400.0,-425.0
manheim pennsylvania,2015,8,90400.0,-462.5
manheim philadelphia,2014,2,14300.0,-2862.5
manheim philadelphia,2015,27,167100.0,-1459.26
manheim pittsburgh,2015,11,141900.0,-1236.36
manheim resale llc,2015,22,126600.0,-1655.68
manheim riverside,2015,4,42750.0,-5493.75
manheim riverside arbitrations,2015,1,25500.0,-4100.0
manheim san antonio,2015,5,36200.0,-1300.0
manheim san diego,2014,3,38200.0,-850.0
manheim san diego,2015,6,49100.0,491.67
manheim san francisco bay,2015,19,218600.0,-1061.84
manheim seattle,2014,2,26000.0,-850.0
manheim seattle,2015,7,94350.0,-2800.0
manheim st louis,2014,1,10500.0,1100.0
manheim st louis,2015,23,256750.0,-789.13
manheim st pete,2014,3,13200.0,-975.0
manheim st pete,2015,1,3800.0,-2300.0
manheim statesville,2014,15,80300.0,-1670.0
manheim statesville,2015,85,692950.0,-1218.24
manheim tampa,2014,4,36100.0,-2843.75
manheim tampa,2015,20,238400.0,-1487.5
manheim texas hobby,2015,2,27200.0,-800.0
manheim tucson,2015,3,18350.0,-508.33
manik auto wholesales,2015,1,12500.0,-4350.0
mankato ford,2015,3,34600.0,791.67
mann auto group llc,2015,1,12400.0,200.0
mann motors inc,2014,2,3400.0,-1487.5
manna vehicles,2014,1,2400.0,-750.0
manna vehicles,2015,1,1700.0,-325.0
manor resources llc/turbo title loans,2015,1,3000.0,-350.0
mansfield gas & service,2015,1,4400.0,100.0
mansfield jeep chrysler,2015,1,5700.0,-450.0
mansfield motor group,2015,3,26950.0,-341.67
maple ridge chrysler jeep dodge,2015,22,430700.0,180.68
maplewood toyota,2014,1,3400.0,-3300.0
maplewood toyota,2015,31,361600.0,363.71
maps auto center llc,2015,3,41900.0,2416.67
mar-max corp inc/cenit leasing,2015,9,105300.0,-244.44
marano & sons auto sales inc,2014,1,7000.0,-1025.0
marano & sons auto sales inc,2015,29,389038.0,-890.07
marchese ford inc,2014,4,13150.0,-681.25
marco & sons auto llc,2015,1,5200.0,-7400.0
marcotte motors llc,2015,1,6800.0,375.0
margate volvo,2014,4,21600.0,-581.25
margate volvo,2015,105,1146900.0,185.48
mariel auto plex,2015,1,5200.0,75.0
marietta auto mart,2014,1,9600.0,1700.0
marin auto group,2014,3,35800.0,816.67
marin auto group,2015,17,252900.0,317.65
marine chevrolet cadillac,2014,12,86800.0,-679.17
marine chevrolet cadillac,2015,53,475050.0,127.36
marine credit union,2014,3,8200.0,-991.67
marine credit union,2015,7,41550.0,-614.29
mariner finance llc /nottingham,2014,1,4700.0,-1725.0
mariner finance llc /nottingham,2015,6,18850.0,-2008.33
mariner finance llc/baltimore,2014,2,3700.0,-3887.5
mariner finance llc/baltimore,2015,10,36900.0,-682.5
marino chrysler jeep dodge,2014,1,19600.0,-1700.0
marino chrysler jeep dodge,2015,1,32000.0,-2200.0
marion ford inc,2014,3,20800.0,1158.33
marion ford inc,2015,8,117300.0,-37.5
marion motors llc,2015,5,127550.0,310.0
marion toyota scion,2014,1,11900.0,-1000.0
marion toyota scion,2015,1,19400.0,-2100.0
marios auto sales inc,2014,1,800.0,-75.0
marios auto sales inc,2015,6,17350.0,-20.83
marios auto wholesale,2014,13,72050.0,621.15
marios auto wholesale,2015,7,64050.0,403.57
maritime motors of fairfield inc,2014,11,197950.0,-147.73
maritime motors of fairfield inc,2015,38,705450.0,-184.87
mark beutz auto sales,2014,6,39700.0,862.5
mark beutz auto sales,2015,4,105550.0,-262.5
mark cj inc,2015,3,43850.0,-400.0
mark down motors  inc.,2015,1,23750.0,1550.0
mark miller subaru inc,2015,3,55300.0,1350.0
mark miller subaru south towne llc,2014,1,2000.0,725.0
mark miller subaru south towne llc,2015,1,350.0,-575.0
mark mitsubishi,2015,3,26450.0,275.0
mark one financial,2015,39,127700.0,-709.62
mark stefanelli llc,2015,1,12700.0,650.0
mark toyota of plover,2015,4,63200.0,212.5
markars,2014,2,1850.0,-737.5
marken ventures inc,2015,4,28000.0,393.75
markham auto sales,2015,1,41500.0,-1300.0
markis and markis auto brokers,2014,1,9400.0,-200.0
markone financial,2015,5,9900.0,-2065.0
markosian auto  inc,2014,3,7150.0,-975.0
markosian auto  inc,2015,5,5800.0,-1510.0
markquart motors,2015,8,150350.0,34.38
marks auto sales,2015,2,30500.0,1375.0
marks auto sales inc,2015,1,13800.0,-800.0
markville chevrolet inc,2014,1,1200.0,500.0
marley automotive international inc,2015,1,15100.0,50.0
marliban investments llc,2015,1,25750.0,-3150.0
marlina racing inc,2015,1,17000.0,-6300.0
marlow ford,2015,1,11750.0,-2150.0
marple fleet leasing,2015,48,555700.0,-219.27
marple fleet leasing llc/non program,2015,2,49000.0,-1100.0
marquinas enterprises,2015,2,7400.0,-187.5
marrfield motors llc,2014,1,12900.0,2800.0
marriott efcu,2014,1,9400.0,1850.0
marriott efcu,2015,1,8000.0,1450.0
marriott employees fcu,2015,2,5000.0,-287.5
mars auto,2014,3,25300.0,-300.0
mars auto,2015,22,384200.0,-387.5
marshal mize ford inc,2015,4,58900.0,637.5
marshall automotive peace river ltd,2015,1,9100.0,-4050.0
marshall chevrolet co,2015,4,67200.0,137.5
martin auto gallery,2014,1,12300.0,150.0
martin auto gallery,2015,15,299600.0,310.0
martin auto sales inc,2014,2,62200.0,-6375.0
martin auto sales inc,2015,11,108450.0,-913.64
martin chevrolet,2015,37,184850.0,333.78
martin nemer volkswagen corp,2014,3,7200.0,-1908.33
martin nemer volkswagen corp,2015,1,4400.0,-2550.0
martin swanty hyundai,2015,4,97750.0,-1337.5
martin's auto brokers  llc,2015,1,22200.0,-700.0
martini sales and leasing,2015,1,9700.0,1700.0
martins sales llc,2015,3,51400.0,33.33
marty feldman chevrolet inc,2014,1,27500.0,-3700.0
marty feldman chevrolet inc,2015,4,19600.0,-1731.25
marty sussman honda,2015,1,14200.0,-2700.0
marvelous motors,2015,1,400.0,-1675.0
mary liz auto sales,2014,2,2100.0,-312.5
mary liz auto sales,2015,3,4050.0,-1208.33
maryland classic auto sales limited,2015,5,12850.0,-2495.0
mas financial services,2014,18,65950.0,-661.11
mas financial services,2015,89,346700.0,-469.66
mascio motor car,2015,96,1208450.0,460.42
maserati north america inc,2015,2,87250.0,-12275.0
mason avenue motors inc,2014,7,41400.0,596.43
mason avenue motors inc,2015,16,166575.0,268.75
massey automotive inc,2015,4,82300.0,-225.0
massey cadillac,2014,6,44200.0,66.67
massey cadillac,2015,36,284300.0,-754.17
massive auto brokers inc,2015,3,50900.0,-1483.33
master lease plan,2015,8,116800.0,-681.25
master lease plan inc,2015,2,35100.0,-250.0
master pro motors,2015,1,13500.0,10000.0
masterpiece motorcars llc,2015,1,40400.0,-300.0
mastria nissan inc,2015,1,3500.0,-850.0
mat's auto sales,2015,1,6500.0,225.0
matix motoring inc,2015,5,118050.0,520.0
matt saxe chevrolet buick inc,2014,8,23900.0,65.63
matt saxe chevrolet buick inc,2015,25,353200.0,579.0
matt slap subaru inc,2014,3,25600.0,-1641.67
matteson motors,2014,1,1300.0,-1875.0
matthews & michaels,2015,2,4200.0,-1362.5
matthews hargreaves chevrolet co,2014,2,4800.0,212.5
matthews hargreaves chevrolet co,2015,1,600.0,-450.0
mattie imports  inc.,2015,3,17700.0,-800.0
maurice schwartz,2015,15,127400.0,-130.0
mauto cars,2014,1,1800.0,-1600.0
max auto sales inc,2015,4,71400.0,-1375.0
max cars,2015,2,61500.0,1000.0
max speed motors,2015,2,31850.0,-2950.0
maxie price chev olds inc,2015,5,34300.0,725.0
maxim motors,2015,1,24400.0,-100.0
maximum auto search,2015,1,35750.0,250.0
maximum title loans,2014,1,3500.0,100.0
maximum title loans,2015,1,8700.0,-325.0
maxon hyundai inc,2015,5,21350.0,-1105.0
maxwell chrysler jeep dodge,2015,7,124100.0,650.0
maya exports inc,2015,1,4400.0,525.0
maybach auto sales inc,2015,1,3500.0,-900.0
mayday rental cars inc,2014,1,21000.0,-1000.0
mayfair imports auto sales inc,2014,2,8000.0,-287.5
mayfair rent a car,2014,1,19800.0,350.0
mayfair rent a car,2015,21,508850.0,-80.95
mayo's auto sales,2015,1,11000.0,-1300.0
maypole chevrolet inc,2015,1,11400.0,-550.0
maysalah corp,2015,1,9100.0,-12700.0
maz house of cars,2014,2,4700.0,212.5
mazda and volkswagon of fredericksburg,2014,5,27900.0,160.0
mazda and volkswagon of fredericksburg,2015,38,262975.0,42.76
mazda gallery,2015,4,24700.0,-175.0
mazda knoxville,2015,10,145200.0,637.5
mazda motors of america inc.,2014,106,2184500.0,-224.53
mazda motors of america inc.,2015,295,6050450.0,162.37
mazda of clear lake,2015,1,33750.0,-750.0
mazda of escondido,2014,1,1100.0,-2375.0
mazda of escondido,2015,2,5300.0,-525.0
mazda of lakewood,2014,3,49100.0,341.67
mazda of lakewood,2015,3,53550.0,616.67
mazda of orange,2014,8,20800.0,28.12
mazda of orange,2015,6,23400.0,-370.83
mazda of south charlotte,2015,2,13500.0,-800.0
mazda of wesley chapel,2014,1,8900.0,825.0
mazda of wesley chapel,2015,54,864000.0,-44.91
mazda pointe aux trembles,2015,1,1000.0,-1625.0
mazmo auto sales,2015,1,13750.0,1250.0
mb automotive corp,2014,1,24000.0,-100.0
mb automotive corp,2015,1,55500.0,-3300.0
mb financial bank,2015,1,1000.0,-100.0
mbfs auction consignments,2015,1,25250.0,-850.0
mbm alternative investments,2015,1,4900.0,-900.0
mbm auto sales inc,2014,5,6100.0,-515.0
mbm auto sales inc,2015,2,24900.0,-1125.0
mbz 4 less,2015,7,239800.0,9810.71
mc auto enterprise  inc,2014,1,1900.0,-1300.0
mc grath acura of westmont,2014,1,3900.0,725.0
mc grath acura of westmont,2015,4,75300.0,631.25
mc grath honda,2014,23,78600.0,-310.87
mc grath imports inc,2014,9,59050.0,-447.22
mc grath imports inc,2015,3,110700.0,-1333.33
mc grath lexus,2014,1,17400.0,900.0
mc quality cars inc,2014,1,8550.0,675.0
mc quality cars inc,2015,2,34300.0,-12.5
mcbay auto,2014,1,900.0,-725.0
mcbrides used cars,2014,2,9400.0,1512.5
mccafferty auto trading company,2014,1,13200.0,600.0
mccafferty ford sales inc,2015,6,3075.0,-900.0
mccarthy blue springs nissan inc,2015,1,6800.0,700.0
mccarthy chevrolet inc,2015,28,332350.0,-654.46
mccarthy chevrolet lees summit,2015,4,20100.0,768.75
mccarthy ford inc,2014,2,14000.0,1112.5
mccarthy ford inc,2015,2,24400.0,-1175.0
mccarthy hyundai,2015,3,10900.0,650.0
mccarthy olathe nissan inc,2015,5,41550.0,-280.0
mccarty auto sales,2015,1,1600.0,-800.0
mccauley automotive co,2014,12,47400.0,247.92
mccauley automotive co,2015,1,3100.0,-225.0
mcconnell automotive corp,2015,2,32100.0,-125.0
mccorkle motors,2015,1,13000.0,150.0
mcdonald auto sales & leasing,2014,5,49000.0,655.0
mcdonald auto sales & leasing,2015,39,578250.0,1085.9
mcdonald automotive group mazda,2014,1,1650.0,325.0
mcdonald automotive group-hyundai,2015,1,17900.0,600.0
mcdonald direct inc,2014,1,2600.0,-1475.0
mcdonald ford inc,2015,1,17800.0,750.0
mcdonald independent pre owned subaru jeep,2015,5,130700.0,60.0
mcdonough toyota & scion,2015,3,59200.0,-1100.0
mceachron auto sales,2014,1,4600.0,1775.0
mcelveen pont buick gmc trk inc,2015,1,45700.0,-1700.0
mcelwrath motors,2015,1,5000.0,775.0
mcewan motors inc,2015,3,9600.0,491.67
mcewan motors inc.,2015,1,4000.0,-2800.0
mcfadden motorsports,2015,1,12800.0,100.0
mcgee's used cars,2015,4,125800.0,-25.0
mcgoldrick leasing co inc,2015,2,39900.0,6700.0
mcgoldrick leasing inc,2015,3,31600.0,-333.33
mcgrath acura of downtown chicago,2014,3,22600.0,-450.0
mcgrath city honda,2014,1,2600.0,-400.0
mcgrath city honda,2015,2,9600.0,-462.5
mcgrath city hyundai inc,2014,4,47250.0,-1100.0
mcgrath city hyundai inc,2015,6,56400.0,-20.83
mcgrath honda of st charles,2014,13,34775.0,-132.69
mcgrath lexus of chicago,2014,2,41800.0,-1775.0
mcgrath lexus of chicago,2015,5,72250.0,-805.0
mcgrath nissan inc,2014,1,5400.0,100.0
mcgraw-hill employees fcu,2015,1,5100.0,-1650.0
mckays family dodge inc,2015,1,4500.0,375.0
mckenna audi/mckenna bmw,2014,47,1125000.0,-187.77
mckenna audi/mckenna bmw,2015,171,4103950.0,366.52
mckenna motors cerritos inc,2014,4,25900.0,-50.0
mckenna motors cerritos inc,2015,46,345200.0,163.59
mckenna porsche,2015,5,228250.0,-230.0
mckenna volks,2014,9,89650.0,544.44
mckenna volks,2015,49,410550.0,488.27
mckenna volkswagen,2015,32,359200.0,168.75
mckerson auto sales,2015,1,5400.0,600.0
mclaren tampa bay,2015,1,46000.0,-1800.0
mclaughlins chrysler jeep,2014,1,3400.0,3225.0
mclaughlins chrysler jeep,2015,1,15500.0,2200.0
mclean auto,2015,1,12500.0,2150.0
mclean ford inc,2015,2,10900.0,-750.0
mcloughlin chrysler jeep fiat,2015,2,19200.0,-737.5
mcmahon leasing inc,2015,3,31200.0,-658.33
mcmahon leasing/mcmahon motors,2014,2,10600.0,200.0
mcmahon leasing/mcmahon motors,2015,13,94700.0,-442.31
mcmar auto brokerz,2014,2,5900.0,-762.5
mcmb financial,2014,20,100450.0,493.75
mcmb financial,2015,181,1358550.0,159.53
mcnutt motor sales  inc.,2014,6,93300.0,912.5
mcnutt motor sales  inc.,2015,4,62800.0,831.25
mcquiston motors,2015,5,56700.0,460.0
mcvay motors inc,2015,3,2000.0,-508.33
mdj grayson auto sales,2014,1,3500.0,1325.0
me auto  llc,2015,1,18000.0,1100.0
me auto llc,2015,1,6800.0,1175.0
mears motor leasing,2014,5,106800.0,-130.0
meccanic shop north inc,2014,6,86100.0,416.67
mechanics bank,2015,3,18300.0,-1250.0
mechanicsville toyota,2014,7,16350.0,-257.14
mechanicsville toyota,2015,5,55250.0,90.0
mecu,2015,3,24950.0,-283.33
medgaardens sw sales inc,2015,1,19800.0,-100.0
medina auto sales,2015,1,3200.0,1250.0
medlin buick gmc mazda,2014,59,928000.0,1131.78
medlin buick gmc mazda,2015,583,9721145.0,1324.78
medlin hyundai,2015,12,131400.0,1222.92
medlin motors inc,2014,1,26700.0,-300.0
mega auto finance,2015,1,2500.0,-300.0
mega auto finance inc,2014,3,12100.0,-625.0
mega auto finance inc,2015,3,20500.0,1375.0
mega auto group incorporated,2014,1,18300.0,250.0
mega automobile,2015,3,4600.0,-625.0
mega leasing,2015,3,34100.0,-566.67
mega motors,2014,1,5500.0,850.0
mega motors inc,2015,2,52300.0,637.5
mega motors usa,2015,1,9500.0,1600.0
mega motorwerks incorporated,2014,1,350.0,-400.0
meggs ford inc,2015,2,32600.0,-500.0
mehdis car company,2014,1,11300.0,-850.0
mehdis car company,2015,16,303600.0,765.62
mei finance,2014,13,25550.0,-1034.62
mei finance,2015,48,99900.0,-811.46
meier & company,2014,2,31700.0,-1275.0
meier & company,2015,13,204800.0,-382.69
meissner auto sales,2015,3,22400.0,916.67
mel hambelton ford inc,2015,1,40400.0,-500.0
mel motors llc,2014,2,10800.0,-75.0
mel's auto,2015,1,26750.0,950.0
melissa's autos,2015,3,33900.0,1525.0
melloy dodge,2015,1,10800.0,200.0
melly auto sales inc,2015,3,42100.0,-1216.67
melody toyota,2014,7,30500.0,-825.0
melody toyota,2015,14,87150.0,346.43
melvin g rhoades auto sales llc,2015,103,1582800.0,1027.43
member focus community credit union,2014,1,3300.0,-1775.0
member one fcu,2014,1,5000.0,100.0
member one fcu,2015,2,12600.0,875.0
members 1st credit union,2015,1,2800.0,150.0
members 1st fcu,2014,1,21500.0,700.0
members 1st fcu,2015,1,3800.0,-1400.0
members advantage community credit union,2014,1,15700.0,-3250.0
members auto brokerage service inc,2015,7,38500.0,-1810.71
members auto choice llc,2015,6,12100.0,-83.33
members auto lease inc,2014,2,19400.0,575.0
members auto lease inc,2015,9,161000.0,194.44
members choice credit union,2015,1,23700.0,400.0
members choice of central texas credit union,2015,1,11700.0,2175.0
members co-op credit union,2014,3,22100.0,-133.33
members co-op credit union,2015,4,27925.0,-118.75
members credit union,2015,8,51300.0,-1650.0
members first credit union,2015,3,8500.0,-1958.33
memorial credit union,2015,2,4300.0,-162.5
